Entity,Code,Year,Emissions,Ranking
North Korea,PRK,1913,322818,
Gambia,GMB,2004,322432,
Greenland,GRL,1995,322432,
Greenland,GRL,1993,322432,
Togo,TGO,1976,322432,
Brunei,BRN,1952,322432,
El Salvador,SLV,1951,322432,
Ethiopia,ETH,1957,322343,
Fiji,FJI,1966,322252,
Lithuania,LTU,1893,321478,
Guinea-Bissau,GNB,2019,320957,154
Azerbaijan,AZE,1888,319976,
Kazakhstan,KAZ,1873,319714,
Laos,LAO,1969,318768,
Laos,LAO,1967,318768,
Brunei,BRN,1958,318768,
Suriname,SUR,1958,318768,
Madagascar,MDG,1956,318768,
Morocco,MAR,1939,318768,
Ethiopia,ETH,1958,318649,
Tajikistan,TJK,1912,318237,
Philippines,PHL,1949,317966,
Malawi,MWI,1953,317085,
Kyrgyzstan,KGZ,1924,315951,
Georgia,GEO,1922,315442,
Togo,TGO,1971,315104,
Greenland,GRL,1964,315104,
Madagascar,MDG,1957,315104,
Cyprus,CYP,1952,315104,
Bulgaria,BGR,1906,315104,
Turkey,TUR,1897,315104,
Canada,CAN,1859,315104,
Sweden,SWE,1855,315104,
Nicaragua,NIC,1954,315015,
Haiti,HTI,1969,314896,
Russia,RUS,1859,314133,
Tajikistan,TJK,1914,312008,
Kyrgyzstan,KGZ,1925,311839,
Belize,BLZ,1990,311440,
Togo,TGO,1975,311440,
Cameroon,CMR,1965,311440,
Libya,LBY,1957,311440,
Qatar,QAT,1957,311440,
Suriname,SUR,1955,311440,
Suriname,SUR,1953,311440,
Angola,AGO,1952,311440,
Costa Rica,CRI,1951,311440,
Algeria,DZA,1941,311440,
Greece,GRC,1895,311440,
Denmark,DNK,1851,311440,
Denmark,DNK,1848,311440,
Moldova,MDA,1922,310410,
Turkmenistan,TKM,1890,310395,
Estonia,EST,1919,309206,
Latvia,LVA,1899,309025,
Guinea-Bissau,GNB,2018,308612,154
Belize,BLZ,1996,307776,
Cambodia,KHM,1962,307776,
Madagascar,MDG,1952,307776,
Myanmar,MMR,1944,307776,
Egypt,EGY,1914,307776,
Azerbaijan,AZE,1887,306761,
Georgia,GEO,1918,306211,
Estonia,EST,1921,305779,
Tajikistan,TJK,1916,305233,
Papua New Guinea,PNG,1965,304112,
Brunei,BRN,1961,304112,
Madagascar,MDG,1955,304112,
Mongolia,MNG,1953,304112,
Nigeria,NGA,1922,304112,
Vietnam,VNM,1894,304112,
Switzerland,CHE,1860,304112,
Norway,NOR,1857,304112,
Norway,NOR,1856,304112,
Madagascar,MDG,1950,304082,
Paraguay,PRY,1960,304053,
Paraguay,PRY,1959,304053,
Haiti,HTI,1966,303963,
Mali,MLI,1974,303934,
Haiti,HTI,1965,303934,
Haiti,HTI,1962,303874,
Moldova,MDA,1918,301326,
Gambia,GMB,2003,300448,
Gambia,GMB,2002,300448,
Gambia,GMB,2001,300448,
Belize,BLZ,1989,300448,
Cambodia,KHM,1981,300448,
Cameroon,CMR,1963,300448,
Brunei,BRN,1955,300448,
Libya,LBY,1954,300448,
Mongolia,MNG,1952,300448,
Brunei,BRN,1951,300448,
Honduras,HND,1950,300448,
Bulgaria,BGR,1904,300448,
Haiti,HTI,1964,300210,
Tajikistan,TJK,1928,300022,
Kyrgyzstan,KGZ,1897,298346,
Burundi,BDI,2010,296784,
Greenland,GRL,1994,296784,
Rwanda,RWA,1979,296784,
Benin,BEN,1977,296784,
Brunei,BRN,1956,296784,
Albania,ALB,1950,296784,
Myanmar,MMR,1945,296784,
Albania,ALB,1937,296784,
Finland,FIN,1896,296784,
South Africa,ZAF,1891,296784,
South Africa,ZAF,1890,296784,
Greece,GRC,1871,296784,
United States of America,USA,1803,296784,
Haiti,HTI,1961,296606,
Russia,RUS,1858,296182,
Montenegro,MNE,1954,295970,
Lithuania,LTU,1919,295443,
Guinea-Bissau,GNB,2017,293120,154
Guinea-Bissau,GNB,2016,293120,154
Laos,LAO,1974,293120,
Benin,BEN,1971,293120,
Greenland,GRL,1961,293120,
Afghanistan,AFG,1957,293120,
Brunei,BRN,1957,293120,
Mongolia,MNG,1951,293120,
Ireland,IRL,1920,293120,
Spain,ESP,1848,293120,
Uganda,UGA,1958,292704,
Lithuania,LTU,1921,292169,
Malawi,MWI,1952,290925,
Bhutan,BTN,2004,290479,
Azerbaijan,AZE,1886,289898,
Georgia,GEO,1894,289861,
Rwanda,RWA,1978,289456,
Cameroon,CMR,1962,289456,
Madagascar,MDG,1954,289456,
Iraq,IRQ,1928,289456,
United States of America,USA,1802,289456,
Niger,NER,1974,289367,
Bolivia,BOL,1949,289280,
Armenia,ARM,1898,288408,
Estonia,EST,1892,287049,
Tajikistan,TJK,1915,286381,
Cambodia,KHM,1980,285792,
Cambodia,KHM,1961,285792,
Guyana,GUY,1951,285792,
Costa Rica,CRI,1950,285792,
Mongolia,MNG,1950,285792,
Nicaragua,NIC,1953,285703,
Haiti,HTI,1960,285584,
Moldova,MDA,1894,285237,
Bhutan,BTN,1996,285191,
Georgia,GEO,1893,284598,
South Korea,KOR,1935,284151,
Azerbaijan,AZE,1885,282656,
Benin,BEN,1970,282128,
Cameroon,CMR,1961,282128,
Cameroon,CMR,1952,282128,
Cyprus,CYP,1951,282128,
New Caledonia,NCL,1951,282128,
Finland,FIN,1921,282128,
Spain,ESP,1846,282128,
Estonia,EST,1920,281959,
Nepal,NPL,1976,281839,
Belarus,BLR,1877,281402,
Tajikistan,TJK,1911,280935,
Tajikistan,TJK,1917,280914,
Moldova,MDA,1893,280058,
Guinea-Bissau,GNB,2015,278464,154
Zimbabwe,ZWE,1907,278464,
Greece,GRC,1905,278464,
Peru,PER,1904,278464,
Australia,AUS,1860,278464,
Cameroon,CMR,1958,278435,
Cameroon,CMR,1959,278434,
Uganda,UGA,1957,278107,
North Korea,PRK,1912,277693,
Tajikistan,TJK,1909,276301,
Belarus,BLR,1876,275737,
Gambia,GMB,2000,274800,
Gambia,GMB,1999,274800,
Somalia,SOM,1981,274800,
Togo,TGO,1970,274800,
Mauritania,MRT,1969,274800,
Finland,FIN,1920,274800,
Taiwan,TWN,1906,274800,
Turkey,TUR,1876,274800,
Hungary,HUN,1851,274800,
Spain,ESP,1845,274800,
Nicaragua,NIC,1952,274711,
Angola,AGO,1953,274681,
Haiti,HTI,1958,274651,
Lithuania,LTU,1892,274272,
Uzbekistan,UZB,1877,274117,
Turkmenistan,TKM,1889,274085,
Montenegro,MNE,1949,273617,
Armenia,ARM,1924,272329,
Estonia,EST,1891,271179,
Guinea-Bissau,GNB,2014,271136,154
Burundi,BDI,2000,271136,
Cameroon,CMR,1960,271136,
Jamaica,JAM,1950,271136,
Bulgaria,BGR,1901,271136,
Denmark,DNK,1849,271136,
Ethiopia,ETH,1954,271016,
Tajikistan,TJK,1910,270968,
Tajikistan,TJK,1927,270042,
Lithuania,LTU,1920,269408,
Armenia,ARM,1925,268784,
Uzbekistan,UZB,1876,268599,
Burundi,BDI,1989,267472,
Rwanda,RWA,1977,267472,
Rwanda,RWA,1976,267472,
Nepal,NPL,1972,267472,
Papua New Guinea,PNG,1964,267472,
Suriname,SUR,1952,267472,
Cyprus,CYP,1950,267472,
El Salvador,SLV,1950,267472,
Turkey,TUR,1888,267472,
Turkey,TUR,1869,267472,
Australia,AUS,1864,267472,
Norway,NOR,1858,267472,
United States of America,USA,1801,267472,
Haiti,HTI,1955,267353,
Mali,MLI,1973,267294,
Latvia,LVA,1898,266381,
Kyrgyzstan,KGZ,1923,265192,
Somalia,SOM,1973,263808,
Greenland,GRL,1962,263808,
Canada,CAN,1858,263808,
Haiti,HTI,1968,263630,
Haiti,HTI,1956,263630,
Uganda,UGA,1955,263600,
Uganda,UGA,1956,263570,
Montenegro,MNE,1950,262848,
Tajikistan,TJK,1908,261743,
Georgia,GEO,1919,261550,
Tajikistan,TJK,1907,260147,
Benin,BEN,1976,260144,
Bahamas,BHS,1959,260144,
Guyana,GUY,1950,260144,
Qatar,QAT,1949,260144,
Greece,GRC,1906,260144,
Spain,ESP,1847,260144,
Haiti,HTI,1967,259995,
Azerbaijan,AZE,1884,259502,
Lithuania,LTU,1891,259109,
Georgia,GEO,1921,258652,
Malawi,MWI,1951,258634,
Kyrgyzstan,KGZ,1896,258038,
Serbia,SRB,1899,257677,
Moldova,MDA,1919,257378,
Armenia,ARM,1897,257154,
Guinea-Bissau,GNB,2013,256480,154
Papua New Guinea,PNG,1963,256480,
Ireland,IRL,1917,256480,
Taiwan,TWN,1902,256480,
Turkey,TUR,1874,256480,
Norway,NOR,1855,256480,
Cameroon,CMR,1957,256451,
Azerbaijan,AZE,1883,255590,
Moldova,MDA,1921,254525,
Turkmenistan,TKM,1888,253792,
Kyrgyzstan,KGZ,1895,253477,
Guinea-Bissau,GNB,2012,252816,154
Burundi,BDI,1999,252816,
Laos,LAO,1975,252816,
Nepal,NPL,1968,252816,
Liberia,LBR,1962,252816,
Madagascar,MDG,1953,252816,
Iran,IRN,1912,252816,
Zimbabwe,ZWE,1906,252816,
Taiwan,TWN,1905,252816,
Austria,AUT,1819,252816,
United States of America,USA,1800,252816,
Niger,NER,1972,252697,
Haiti,HTI,1957,252697,
Haiti,HTI,1959,252667,
Jordan,JOR,1954,252549,
Latvia,LVA,1924,251530,
Greece,GRC,1939,251419,
Montenegro,MNE,1952,249850,
Burundi,BDI,1998,249152,
Burundi,BDI,1997,249152,
Belize,BLZ,1988,249152,
Burundi,BDI,1987,249152,
Burkina Faso,BFA,1977,249152,
Libya,LBY,1953,249152,
Angola,AGO,1951,249152,
Ireland,IRL,1919,249152,
Ireland,IRL,1914,249152,
Haiti,HTI,1963,248944,
Cambodia,KHM,1971,248914,
Montenegro,MNE,1951,248817,
Latvia,LVA,1925,248256,
Montenegro,MNE,1953,248110,
Croatia,HRV,1912,248005,
Estonia,EST,1890,246294,
Kazakhstan,KAZ,1870,245773,
Guinea-Bissau,GNB,2011,245488,154
Mali,MLI,1972,245488,
Ireland,IRL,1918,245488,
Peru,PER,1900,245488,
Turkey,TUR,1887,245488,
Turkey,TUR,1872,245488,
Madagascar,MDG,1951,245458,
Turkmenistan,TKM,1887,243310,
Georgia,GEO,1892,242808,
Croatia,HRV,1911,242015,
Gambia,GMB,1998,241824,
Burundi,BDI,1996,241824,
Togo,TGO,1969,241824,
Fiji,FJI,1963,241824,
Ireland,IRL,1916,241824,
Greece,GRC,1899,241824,
Paraguay,PRY,1958,241794,
Ethiopia,ETH,1956,241705,
South Korea,KOR,1934,241584,
Kyrgyzstan,KGZ,1922,240069,
Montenegro,MNE,1948,239517,
Moldova,MDA,1892,238934,
Georgia,GEO,1920,238502,
Guinea-Bissau,GNB,2010,238160,
Burundi,BDI,1995,238160,
Burundi,BDI,1991,238160,
Algeria,DZA,1940,238160,
Ireland,IRL,1921,238160,
Finland,FIN,1919,238160,
Bulgaria,BGR,1902,238160,
Peru,PER,1901,238160,
Turkey,TUR,1873,238160,
Cameroon,CMR,1956,238101,
Latvia,LVA,1897,237514,
Greece,GRC,1940,237387,
Bhutan,BTN,1995,236141,
Lithuania,LTU,1890,235331,
Moldova,MDA,1920,234697,
Malawi,MWI,1950,234550,
Guinea-Bissau,GNB,2009,234496,
Burundi,BDI,1994,234496,
Greenland,GRL,1987,234496,
Burundi,BDI,1986,234496,
Somalia,SOM,1972,234496,
Oman,OMN,1970,234496,
Oman,OMN,1969,234496,
Mauritania,MRT,1968,234496,
Laos,LAO,1966,234496,
Cambodia,KHM,1960,234496,
Greenland,GRL,1959,234496,
Suriname,SUR,1951,234496,
Ecuador,ECU,1927,234496,
Malaysia,MYS,1910,234496,
Zimbabwe,ZWE,1905,234496,
Bulgaria,BGR,1903,234496,
Finland,FIN,1895,234496,
Norway,NOR,1854,234496,
Cameroon,CMR,1955,234466,
Morocco,MAR,1935,233723,
Kyrgyzstan,KGZ,1918,233044,
Tajikistan,TJK,1906,232255,
Guinea-Bissau,GNB,2007,230832,
Guinea-Bissau,GNB,1989,230832,
Laos,LAO,1989,230832,
Burundi,BDI,1985,230832,
Laos,LAO,1978,230832,
Laos,LAO,1977,230832,
Fiji,FJI,1962,230832,
Cameroon,CMR,1954,230832,
Niger,NER,1971,230713,
Turkmenistan,TKM,1886,229935,
Georgia,GEO,1891,229384,
Armenia,ARM,1923,228577,
Tajikistan,TJK,1904,228117,
Guinea-Bissau,GNB,2008,227168,
Burundi,BDI,1993,227168,
Burundi,BDI,1988,227168,
Belize,BLZ,1987,227168,
Mali,MLI,1971,227168,
Nepal,NPL,1970,227168,
Somalia,SOM,1967,227168,
Greenland,GRL,1958,227168,
Ireland,IRL,1915,227168,
Turkey,TUR,1867,227168,
Sweden,SWE,1853,227168,
Denmark,DNK,1846,227168,
Ethiopia,ETH,1955,227049,
Greece,GRC,1942,227047,
Kazakhstan,KAZ,1869,226474,
Croatia,HRV,1909,225840,
Moldova,MDA,1891,225725,
Azerbaijan,AZE,1882,224560,
Turkmenistan,TKM,1885,224191,
Gambia,GMB,1997,223504,
Laos,LAO,1979,223504,
Laos,LAO,1976,223504,
Mali,MLI,1967,223504,
Greenland,GRL,1960,223504,
Nigeria,NGA,1917,223504,
Ireland,IRL,1913,223504,
Romania,ROU,1882,223504,
Croatia,HRV,1910,223444,
Armenia,ARM,1896,222412,
North Korea,PRK,1911,222154,
Belarus,BLR,1875,222093,
Serbia,SRB,1898,220866,
Kyrgyzstan,KGZ,1894,220601,
Croatia,HRV,1908,219850,
Gambia,GMB,1996,219840,
Burundi,BDI,1984,219840,
Greenland,GRL,1976,219840,
Burkina Faso,BFA,1975,219840,
New Caledonia,NCL,1950,219840,
Taiwan,TWN,1904,219840,
Finland,FIN,1894,219840,
Finland,FIN,1891,219840,
Finland,FIN,1885,219840,
Uganda,UGA,1954,219662,
Armenia,ARM,1895,218479,
Estonia,EST,1889,217482,
Tajikistan,TJK,1926,217203,
Tajikistan,TJK,1901,217018,
Kyrgyzstan,KGZ,1893,216596,
Uzbekistan,UZB,1875,216343,
Guinea-Bissau,GNB,2006,216176,
Gambia,GMB,1995,216176,
Burundi,BDI,1992,216176,
Guinea-Bissau,GNB,1988,216176,
Chad,TCD,1984,216176,
Belize,BLZ,1978,216176,
Somalia,SOM,1970,216176,
Gabon,GAB,1965,216176,
Haiti,HTI,1954,216176,
Brunei,BRN,1938,216176,
Venezuela,VEN,1918,216176,
Ireland,IRL,1910,216176,
Taiwan,TWN,1903,216176,
Bulgaria,BGR,1900,216176,
Canada,CAN,1857,216176,
Sweden,SWE,1852,216176,
Sweden,SWE,1851,216176,
Niger,NER,1970,216057,
Philippines,PHL,1948,215701,
Azerbaijan,AZE,1881,213194,
Slovakia,SVK,1861,212824,
Guinea-Bissau,GNB,2005,212512,
Burundi,BDI,2002,212512,
Laos,LAO,1988,212512,
Laos,LAO,1987,212512,
Nepal,NPL,1967,212512,
Cambodia,KHM,1959,212512,
Jordan,JOR,1953,212512,
Suriname,SUR,1950,212512,
Greece,GRC,1943,212512,
Venezuela,VEN,1919,212512,
Peru,PER,1903,212512,
Vietnam,VNM,1892,212512,
Montenegro,MNE,1947,212487,
Paraguay,PRY,1957,212453,
Morocco,MAR,1936,211858,
Tajikistan,TJK,1900,211386,
Latvia,LVA,1923,211120,
Russia,RUS,1855,210918,
Tajikistan,TJK,1902,209604,
Burundi,BDI,2008,208848,
Gambia,GMB,1994,208848,
Gambia,GMB,1993,208848,
Burundi,BDI,1990,208848,
Laos,LAO,1986,208848,
Chad,TCD,1981,208848,
Chad,TCD,1980,208848,
Belize,BLZ,1979,208848,
Burkina Faso,BFA,1976,208848,
Greenland,GRL,1955,208848,
Puerto Rico,PRI,1920,208848,
Finland,FIN,1890,208848,
Turkey,TUR,1866,208848,
Denmark,DNK,1845,208848,
Uganda,UGA,1953,208759,
Georgia,GEO,1890,208334,
Lithuania,LTU,1889,207802,
Armenia,ARM,1922,206923,
Turkmenistan,TKM,1884,205826,
Latvia,LVA,1896,205425,
Bhutan,BTN,1992,205378,
Burundi,BDI,2001,205184,
Belize,BLZ,1986,205184,
Laos,LAO,1985,205184,
Burundi,BDI,1983,205184,
Chad,TCD,1983,205184,
Chad,TCD,1982,205184,
Burkina Faso,BFA,1974,205184,
Saudi Arabia,SAU,1938,205184,
Brunei,BRN,1937,205184,
Venezuela,VEN,1922,205184,
Malaysia,MYS,1915,205184,
Switzerland,CHE,1859,205184,
Bolivia,BOL,1948,205033,
Tajikistan,TJK,1903,205033,
Moldova,MDA,1890,205010,
Croatia,HRV,1907,204275,
Tajikistan,TJK,1905,203623,
Czechia,CZE,1860,202738,
Turkmenistan,TKM,1883,202723,
Azerbaijan,AZE,1880,202410,
Latvia,LVA,1895,201794,
Burundi,BDI,2007,201520,
Guinea-Bissau,GNB,2004,201520,
Guinea-Bissau,GNB,1997,201520,
Chad,TCD,1979,201520,
Mali,MLI,1970,201520,
Benin,BEN,1969,201520,
Papua New Guinea,PNG,1961,201520,
Cameroon,CMR,1953,201520,
Greece,GRC,1870,201520,
Sweden,SWE,1850,201520,
Spain,ESP,1844,201520,
Bhutan,BTN,1994,201464,
Nicaragua,NIC,1951,201431,
Estonia,EST,1888,201380,
Armenia,ARM,1918,200868,
Croatia,HRV,1906,200680,
Kazakhstan,KAZ,1867,200664,
Kyrgyzstan,KGZ,1919,199055,
Burundi,BDI,2004,197856,
Gambia,GMB,1992,197856,
Gambia,GMB,1991,197856,
Gambia,GMB,1990,197856,
Chad,TCD,1987,197856,
Belize,BLZ,1977,197856,
Chad,TCD,1977,197856,
Nepal,NPL,1971,197856,
Mali,MLI,1968,197856,
Mauritania,MRT,1967,197856,
Togo,TGO,1967,197856,
Mali,MLI,1965,197856,
Papua New Guinea,PNG,1962,197856,
Fiji,FJI,1959,197856,
Cambodia,KHM,1958,197856,
Colombia,COL,1924,197856,
Turkey,TUR,1871,197856,
Paraguay,PRY,1956,197797,
Philippines,PHL,1947,197321,
Kyrgyzstan,KGZ,1921,196849,
Guinea-Bissau,GNB,2003,194192,
Guinea-Bissau,GNB,1999,194192,
Guinea-Bissau,GNB,1987,194192,
Chad,TCD,1978,194192,
Togo,TGO,1968,194192,
Fiji,FJI,1960,194192,
Fiji,FJI,1956,194192,
Jordan,JOR,1952,194192,
Qatar,QAT,1952,194192,
Finland,FIN,1893,194192,
Finland,FIN,1892,194192,
Turkey,TUR,1885,194192,
Greece,GRC,1873,194192,
Greece,GRC,1869,194192,
Sweden,SWE,1849,194192,
Estonia,EST,1887,193063,
Belarus,BLR,1874,192958,
Lithuania,LTU,1888,192416,
Latvia,LVA,1922,191120,
Belize,BLZ,1985,190528,
Belize,BLZ,1980,190528,
Mali,MLI,1966,190528,
Nepal,NPL,1966,190528,
Gabon,GAB,1964,190528,
Qatar,QAT,1962,190528,
Paraguay,PRY,1955,190469,
Nicaragua,NIC,1950,190469,
Niger,NER,1969,190439,
Bangladesh,BGD,1949,190233,
Armenia,ARM,1894,190143,
Morocco,MAR,1934,189785,
Cuba,CUB,1947,189399,
Slovenia,SVN,1912,188882,
Uzbekistan,UZB,1874,187963,
North Korea,PRK,1910,187443,
Serbia,SRB,1896,187256,
Chad,TCD,1986,186864,
Laos,LAO,1980,186864,
Botswana,BWA,1975,186864,
Somalia,SOM,1971,186864,
Angola,AGO,1950,186864,
Colombia,COL,1923,186864,
Hungary,HUN,1844,186864,
Armenia,ARM,1893,186691,
Tajikistan,TJK,1899,186603,
Latvia,LVA,1918,185527,
Kyrgyzstan,KGZ,1892,184790,
Lithuania,LTU,1887,184469,
Slovenia,SVN,1911,184320,
Georgia,GEO,1889,183963,
Burundi,BDI,2006,183200,
Guinea-Bissau,GNB,1996,183200,
Guinea-Bissau,GNB,1995,183200,
Guinea-Bissau,GNB,1994,183200,
Haiti,HTI,1994,183200,
Guinea-Bissau,GNB,1993,183200,
Gambia,GMB,1988,183200,
Guinea-Bissau,GNB,1986,183200,
Laos,LAO,1984,183200,
Belize,BLZ,1981,183200,
Chad,TCD,1976,183200,
Chad,TCD,1975,183200,
Qatar,QAT,1959,183200,
Afghanistan,AFG,1956,183200,
Cameroon,CMR,1951,183200,
Turkey,TUR,1881,183200,
Paraguay,PRY,1954,183170,
Ethiopia,ETH,1953,183170,
Estonia,EST,1886,182450,
Cuba,CUB,1948,182041,
Cuba,CUB,1949,181952,
South Korea,KOR,1933,181657,
Kyrgyzstan,KGZ,1920,181514,
Moldova,MDA,1889,181028,
Guinea-Bissau,GNB,1992,179536,
Gambia,GMB,1989,179536,
Gambia,GMB,1987,179536,
Chad,TCD,1985,179536,
Laos,LAO,1983,179536,
Mauritania,MRT,1966,179536,
Togo,TGO,1966,179536,
Laos,LAO,1965,179536,
Nepal,NPL,1965,179536,
Papua New Guinea,PNG,1960,179536,
Bahamas,BHS,1958,179536,
Egypt,EGY,1916,179536,
Finland,FIN,1916,179536,
Vietnam,VNM,1895,179536,
Indonesia,IDN,1892,179536,
Canada,CAN,1856,179536,
Turkmenistan,TKM,1882,178111,
Estonia,EST,1885,177892,
Bhutan,BTN,1991,176119,
Guinea-Bissau,GNB,1991,175872,
Belize,BLZ,1976,175872,
Belize,BLZ,1975,175872,
Rwanda,RWA,1975,175872,
Mali,MLI,1964,175872,
Mali,MLI,1963,175872,
Qatar,QAT,1960,175872,
Fiji,FJI,1958,175872,
Bahamas,BHS,1957,175872,
Taiwan,TWN,1901,175872,
Turkey,TUR,1884,175872,
Greece,GRC,1872,175872,
Turkey,TUR,1868,175872,
Latvia,LVA,1894,175621,
Morocco,MAR,1933,175070,
Kazakhstan,KAZ,1866,174855,
Kyrgyzstan,KGZ,1891,174574,
Lithuania,LTU,1886,174328,
Bhutan,BTN,1993,173027,
Azerbaijan,AZE,1879,172543,
Latvia,LVA,1893,172432,
Guinea-Bissau,GNB,1998,172208,
Guinea-Bissau,GNB,1990,172208,
Gambia,GMB,1985,172208,
Guinea-Bissau,GNB,1985,172208,
Belize,BLZ,1984,172208,
Gambia,GMB,1984,172208,
Belize,BLZ,1983,172208,
Belize,BLZ,1982,172208,
Laos,LAO,1964,172208,
Fiji,FJI,1955,172208,
Jordan,JOR,1950,172208,
Denmark,DNK,1847,172208,
Spain,ESP,1843,172208,
Slovenia,SVN,1909,172001,
Armenia,ARM,1919,171571,
Georgia,GEO,1888,170343,
Slovenia,SVN,1910,170176,
Lithuania,LTU,1885,169973,
Armenia,ARM,1921,169670,
Belarus,BLR,1872,169373,
Turkmenistan,TKM,1881,169097,
Burundi,BDI,2009,168544,
Burkina Faso,BFA,1973,168544,
Laos,LAO,1968,168544,
Fiji,FJI,1961,168544,
Qatar,QAT,1958,168544,
Fiji,FJI,1953,168544,
Libya,LBY,1951,168544,
Malaysia,MYS,1909,168544,
Greece,GRC,1867,168544,
Austria,AUT,1807,168544,
Ukraine,UKR,1864,168457,
Bolivia,BOL,1945,168425,
Bolivia,BOL,1947,168395,
Azerbaijan,AZE,1878,168155,
Serbia,SRB,1895,168050,
Serbia,SRB,1894,168050,
Greece,GRC,1947,167801,
Croatia,HRV,1905,167733,
Moldova,MDA,1888,167625,
Cuba,CUB,1946,167474,
Slovenia,SVN,1908,167439,
Kazakhstan,KAZ,1868,166949,
Uzbekistan,UZB,1872,164989,
Belarus,BLR,1871,164980,
Gabon,GAB,1961,164880,
Liberia,LBR,1960,164880,
Guinea,GIN,1958,164880,
Fiji,FJI,1957,164880,
Libya,LBY,1952,164880,
Greece,GRC,1875,164880,
Norway,NOR,1853,164880,
Hungary,HUN,1847,164880,
Serbia,SRB,1943,163717,
Israel,ISR,1947,163543,
Estonia,EST,1884,163320,
Georgia,GEO,1887,163307,
Burundi,BDI,2003,161216,
Gambia,GMB,1986,161216,
Guinea-Bissau,GNB,1984,161216,
Gambia,GMB,1983,161216,
Gambia,GMB,1982,161216,
Chad,TCD,1973,161216,
Burkina Faso,BFA,1972,161216,
Chad,TCD,1969,161216,
Mali,MLI,1969,161216,
Somalia,SOM,1969,161216,
Oman,OMN,1968,161216,
Mauritania,MRT,1965,161216,
Liberia,LBR,1961,161216,
Qatar,QAT,1961,161216,
Benin,BEN,1960,161216,
Papua New Guinea,PNG,1959,161216,
Liberia,LBR,1958,161216,
Cambodia,KHM,1957,161216,
Greenland,GRL,1957,161216,
Jordan,JOR,1951,161216,
Algeria,DZA,1939,161216,
Venezuela,VEN,1921,161216,
Peru,PER,1899,161216,
Finland,FIN,1889,161216,
Turkey,TUR,1883,161216,
Niger,NER,1968,161127,
Bolivia,BOL,1946,161094,
Ukraine,UKR,1865,161015,
Tunisia,TUN,1942,160978,
Estonia,EST,1883,160858,
Tajikistan,TJK,1898,160853,
Uzbekistan,UZB,1871,160709,
Moldova,MDA,1887,160702,
Turkmenistan,TKM,1880,160543,
Armenia,ARM,1892,159277,
Ukraine,UKR,1861,158986,
Belarus,BLR,1873,158968,
Kyrgyzstan,KGZ,1890,158554,
Latvia,LVA,1919,158468,
Burundi,BDI,1982,157552,
Laos,LAO,1982,157552,
Burundi,BDI,1981,157552,
Gambia,GMB,1981,157552,
Gambia,GMB,1980,157552,
Belize,BLZ,1972,157552,
Guinea,GIN,1959,157552,
Fiji,FJI,1954,157552,
Haiti,HTI,1953,157552,
Fiji,FJI,1952,157552,
Turkey,TUR,1870,157552,
Denmark,DNK,1844,157552,
Philippines,PHL,1938,156869,
Latvia,LVA,1921,156712,
Armenia,ARM,1920,156452,
Lithuania,LTU,1884,156050,
Slovenia,SVN,1907,155577,
Vanuatu,VUT,2019,154920,155
Uzbekistan,UZB,1873,154853,
Croatia,HRV,1904,154554,
Georgia,GEO,1886,154330,
South Korea,KOR,1932,154081,
Vanuatu,VUT,2014,153888,155
Burundi,BDI,2005,153888,
Guinea-Bissau,GNB,2002,153888,
Belize,BLZ,1974,153888,
Benin,BEN,1968,153888,
Somalia,SOM,1968,153888,
Afghanistan,AFG,1955,153888,
Myanmar,MMR,1948,153888,
Albania,ALB,1944,153888,
Turkey,TUR,1882,153888,
Lithuania,LTU,1883,153698,
Montenegro,MNE,1940,152934,
Slovenia,SVN,1906,152839,
Montenegro,MNE,1946,152716,
Montenegro,MNE,1929,152336,
Tajikistan,TJK,1924,151885,
Moldova,MDA,1886,151868,
Georgia,GEO,1885,150474,
Armenia,ARM,1891,150471,
Guinea-Bissau,GNB,2001,150224,
Laos,LAO,1981,150224,
Chad,TCD,1974,150224,
Burkina Faso,BFA,1971,150224,
Chad,TCD,1971,150224,
Benin,BEN,1965,150224,
Nepal,NPL,1964,150224,
Venezuela,VEN,1920,150224,
Greece,GRC,1874,150224,
Turkey,TUR,1865,150224,
Canada,CAN,1855,150224,
Norway,NOR,1852,150224,
Norway,NOR,1851,150224,
Ukraine,UKR,1863,150191,
Tajikistan,TJK,1925,149909,
Morocco,MAR,1932,149333,
North Korea,PRK,1909,149260,
Moldova,MDA,1885,148074,
Latvia,LVA,1892,147112,
Vanuatu,VUT,2016,146560,155
Guinea-Bissau,GNB,2000,146560,
Burundi,BDI,1980,146560,
Guinea-Bissau,GNB,1980,146560,
Gambia,GMB,1979,146560,
Belize,BLZ,1973,146560,
Laos,LAO,1963,146560,
Papua New Guinea,PNG,1958,146560,
Papua New Guinea,PNG,1957,146560,
Haiti,HTI,1952,146560,
Malaysia,MYS,1914,146560,
Bulgaria,BGR,1899,146560,
Bulgaria,BGR,1898,146560,
Switzerland,CHE,1858,146560,
Bolivia,BOL,1943,146471,
Tunisia,TUN,1948,145906,
Serbia,SRB,1897,145644,
Uruguay,URY,1947,145431,
Vanuatu,VUT,2018,145412,155
Uruguay,URY,1948,145401,
Uruguay,URY,1949,145400,
Croatia,HRV,1903,144969,
Latvia,LVA,1920,144504,
Ukraine,UKR,1862,143425,
Tajikistan,TJK,1897,143422,
Montenegro,MNE,1930,143362,
Guinea-Bissau,GNB,1983,142896,
Guinea-Bissau,GNB,1982,142896,
